year,leaid,lea_name,fips,state_leaid,street_mailing,city_mailing,state_mailing,zip_mailing,zip4_mailing,street_location,city_location,state_location,zip_location,zip4_location,phone,latitude,longitude,urban_centric_locale,cbsa,cbsa_type,csa,cmsa,necta,county_code,county_name,congress_district_id,bureau_indian_education,supervisory_union_number,agency_type,agency_level,boundary_change_indicator,agency_charter_indicator,lowest_grade_offered,highest_grade_offered,number_of_schools,enrollment,spec_ed_students,english_language_learners,migrant_students,teachers_prek_fte,teachers_kindergarten_fte,teachers_elementary_fte,teachers_secondary_fte,teachers_ungraded_fte,teachers_total_fte,instructional_aides_fte,coordinators_fte,guidance_counselors_elem_fte,guidance_counselors_sec_fte,guidance_counselors_other_fte,guidance_counselors_total_fte,librarian_specialists_fte,librarian_support_staff_fte,lea_administrators_fte,lea_admin_support_staff_fte,school_administrators_fte,school_admin_support_staff_fte,support_staff_students_fte,support_staff_other_fte,staff_total_fte,lea_staff_total_fte,other_staff_fte,school_staff_total_fte,school_counselors_fte,state_leg_district_lower,state_leg_district_upper,school_psychologists_fte,support_staff_stu_wo_psych_fte
2023,0502670,AUGUSTA SCHOOL DISTRICT,5,AR-7401000,320 SYCAMORE,AUGUSTA,AR,72006,00,320 SYCAMORE,AUGUSTA,AR,72006,00,(870)347-2241,35.28426,-91.354876,43,-2,-2,-2,NA,NA,5147,Woodruff County,501,NA,,1,4,1,NA,-1,12,2,346,NA,NA,NA,2,1,17,37,3,61,12,1,0,0,NA,1,1,0,1,1,2,3,9,9,101,3,9,27.53,NA,05061,05010,0,9.28
2023,0502700,BALD KNOB SCHOOL DISTRICT,5,AR-7301000,103 W PARK ST,BALD KNOB,AR,72010,00,103 W PARK ST,BALD KNOB,AR,72010,00,(501)724-3273,35.312731,-91.571374,42,42620,2,340,NA,NA,5145,White County,502,NA,,1,4,1,NA,0,12,3,1071,NA,NA,NA,3,4,39,48,3,100,22,0,1,2,NA,3,2,0,3,7,3,9,22,25,197,10,25.5,58.58,NA,05039,05018,0,22
2023,0502730,BARTON SCHOOL DISTRICT,5,AR-5401000,BOX 97,BARTON,AR,72312,00,9546 HWY 85 S,LEXA,AR,72355,00,(870)572-7294,34.554458,-90.766449,42,-2,-2,-2,NA,NA,5107,Phillips County,501,NA,,1,4,1,NA,0,12,2,610,NA,NA,NA,1,3,31,17,0,52,6,3,1,1,NA,2,0,1,1,3,2,5,10,13,98,7,13,24,NA,05062,05009,0,10
2023,0502790,BAUXITE SCHOOL DISTRICT,5,AR-6301000,800 SCHOOL ST,BAUXITE,AR,72011,00,800 SCHOOL ST,BAUXITE,AR,72011,00,(501)557-5453,34.553522,-92.51083,21,30780,1,340,NA,NA,5125,Saline County,502,NA,,1,4,1,NA,0,12,4,1682,NA,NA,NA,0,6,52,54,7,121,29,2,2,3,NA,5,3,0,2,6,8,10,28,15,229,10,15,78,NA,05082,05007,0,28
2023,0502820,BAY SCHOOL DISTRICT,5,AR-1601000,P O BOX 39,BAY,AR,72411,00,700 SCHOOL ST,BAY,AR,72411,00,(870)781-3711,35.74775,-90.566336,41,27860,1,308,NA,NA,5031,Craighead County,501,NA,,1,4,1,NA,0,12,2,552,NA,NA,NA,0,3,27,19,5,55,11,0,1,1,NA,2,2,0,2,4,2,5,2,12,98,6,12.58,22.5,NA,05036,05019,0,2.5
2023,0502880,BEEBE SCHOOL DISTRICT,5,AR-7302000,1201 W CENTER ST,BEEBE,AR,72012,00,1201 W CENTER ST,BEEBE,AR,72012,00,(501)882-5463,35.066376,-91.895838,41,42620,2,340,NA,NA,5145,White County,502,NA,,1,4,1,NA,-1,12,5,3433,NA,NA,NA,6,15,102,129,21,273,60,7,3,4,NA,7,5,0,3,18,14,14,55,57,515,29,57,148.35,NA,05059,05018,1,54
2023,0502960,BENTON SCHOOL DISTRICT,5,AR-6302000,P O BOX 939,BENTON,AR,72018,00,500 RIVER ST,BENTON,AR,72015,00,(501)778-4861,34.565852,-92.588386,21,30780,1,340,NA,NA,5125,Saline County,502,NA,,1,4,1,NA,0,12,8,5763,NA,NA,NA,0,27,183,142,33,387,63,9,5,9,NA,14,8,4,5,26,19,17,63,93,709,40,93,175.86,NA,05082,05016,0,63
2023,0503030,PEA RIDGE SCHOOL DISTRICT,5,AR-0407000,781 W PICKENS RD,PEA RIDGE,AR,72751,00,781 W PICKENS RD,PEA RIDGE,AR,72751,00,(479)451-8181,36.450341,-94.123455,31,22220,1,-2,NA,NA,5007,Benton County,503,NA,,1,4,1,NA,-1,12,5,2587,NA,NA,NA,2,9,80,54,7,154,47,2,1,5,NA,6,4,2,4,26,9,14,46,79,394,32,79,122.5,NA,05008,05032,2.75,43.75
2023,0503060,BENTONVILLE SCHOOL DISTRICT,5,AR-0401000,500 TIGER BLVD,BENTONVILLE,AR,72712,00,500 TIGER BLVD,BENTONVILLE,AR,72712,00,(479)254-5000,36.386479,-94.214755,13,22220,1,-2,NA,NA,5007,Benton County,503,NA,,1,4,1,NA,0,12,24,19137,NA,NA,NA,0,80,611,568,40,1300,435,76,22,32,NA,55,27,21,17,78,59,169,137,252,2630,171,252.75,850.2,NA,05010,05034,16,121.7
2023,0503090,BERGMAN SCHOOL DISTRICT,5,AR-0502000,P O BOX 1,BERGMAN,AR,72615,00,8949 HWY 7 N,HARRISON,AR,72601,00,(870)741-5213,36.313383,-93.017448,42,25460,2,-2,NA,NA,5009,Boone County,501,NA,,1,4,1,NA,0,12,3,1021,NA,NA,NA,0,4,43,59,4,112,23,1,1,2,NA,3,3,0,2,3,3,14,20,27,212,6,27,63.6,NA,05005,05023,0,20.6
2023,0503150,BERRYVILLE SCHOOL DISTRICT,5,AR-0801000,902 W TRIMBLE,BERRYVILLE,AR,72616,00,902 W TRIMBLE,BERRYVILLE,AR,72616,00,(870)423-7065,36.371806,-93.584255,32,-2,-2,-2,NA,NA,5015,Carroll County,503,NA,,1,4,1,NA,0,12,4,1810,NA,NA,NA,0,9,68,78,9,166,43,4,1,3,NA,5,4,0,5,11,5,9,31,43,328,20,43.5,92.02,NA,05006,05028,0,31
2023,0503240,BISMARCK SCHOOL DISTRICT,5,AR-3001000,11636 HWY 84,BISMARCK,AR,71929,00,11636 HWY 84,BISMARCK,AR,71929,00,(501)865-4888,34.314804,-93.176035,42,31680,2,284,NA,NA,5059,Hot Spring County,504,NA,,1,4,1,NA,0,12,3,999,NA,NA,NA,0,4,36,69,5,115,20,1,1,2,NA,3,3,0,1,6,3,6,12,26,197,8,26,45,NA,05090,05003,0,12.25
2023,0503300,BLEVINS SCHOOL DISTRICT,5,AR-2901000,P O BOX 98,BLEVINS,AR,71825,00,5954 HWY 29 N,BLEVINS,AR,71825,00,(870)874-2801,33.874753,-93.572541,43,-2,-2,-2,NA,NA,5057,Hempstead County,504,NA,,1,4,1,NA,0,12,2,413,NA,NA,NA,0,2,20,25,1,49,12,2,1,1,NA,2,1,1,1,3,2,2,6,16,100,8,16,24.75,NA,05088,05003,0,6
2023,0503320,BLYTHEVILLE SCHOOL DISTRICT,5,AR-4702000,P O BOX 1169,BLYTHEVILLE,AR,72316,00,405 W PARK ST,BLYTHEVILLE,AR,72315,00,(870)762-2053,35.931852,-89.907507,33,14180,2,-2,NA,NA,5093,Mississippi County,501,NA,,1,4,1,NA,0,12,5,1362,NA,NA,NA,0,6,51,42,6,108,39,4,2,2,NA,4,3,0,3,14,9,12,9,36,243,22,36,72.5,NA,05034,05019,0,9.5
2023,0503420,LEAD HILL SCHOOL DISTRICT,5,AR-0506000,P O BOX 20,LEAD HILL,AR,72644,00,6966 MILAM DR,LEAD HILL,AR,72644,00,(870)436-5249,36.406871,-92.907469,43,25460,2,-2,NA,NA,5009,Boone County,501,NA,,1,4,1,NA,0,12,2,344,NA,NA,NA,0,1,14,46,1,63,9,1,0,0,NA,1,1,0,2,5,1,3,6,16,110,8,16.5,20.8,NA,05006,05023,0,6
2023,0503450,BOONEVILLE SCHOOL DISTRICT,5,AR-4201000,381 W SEVENTH ST,BOONEVILLE,AR,72927,00,381 W SEVENTH ST,BOONEVILLE,AR,72927,00,(479)675-3504,35.140466,-93.920049,42,-2,-2,-2,NA,NA,5083,Logan County,504,NA,,1,4,1,NA,-1,12,3,1336,NA,NA,NA,0,5,49,37,5,98,27,4,2,3,NA,5,2,0,1,6,5,7,23,28,208,12,28,64.64,NA,05046,05026,0,23
2023,0503480,BRADFORD SCHOOL DISTRICT,5,AR-7303000,P O BOX 60,BRADFORD,AR,72020,00,504 W MAIN,BRADFORD,AR,72020,00,(501)344-2707,35.425623,-91.459602,43,42620,2,340,NA,NA,5145,White County,502,NA,,1,4,1,NA,0,12,2,430,NA,NA,NA,0,2,19,12,3,37,13,1,0,0,NA,1,1,0,1,4,3,2,8,14,86,7,14,27,NA,05039,05018,0,8
2023,0503630,BRINKLEY SCHOOL DISTRICT,5,AR-4801000,200 TIGER DR,BRINKLEY,AR,72021,00,200 TIGER DR,BRINKLEY,AR,72021,00,(870)734-5000,34.877231,-91.195255,43,-2,-2,-2,NA,NA,5095,Monroe County,501,NA,,1,4,1,NA,0,12,2,389,NA,NA,NA,0,2,18,37,3,61,16,5,1,1,NA,2,0,0,1,2,2,5,5,8,108,8,8,29.07,NA,05061,05010,0,5.57
2023,0503640,BROOKLAND SCHOOL DISTRICT,5,AR-1603000,200 W SCHOOL ST,BROOKLAND,AR,72417,00,200 W SCHOOL ST,BROOKLAND,AR,72417,00,(870)932-2080,35.907631,-90.582432,41,27860,1,308,NA,NA,5031,Craighead County,501,NA,,1,4,1,NA,-1,12,5,3149,NA,NA,NA,8,17,96,63,16,201,48,17,3,5,NA,8,5,2,3,16,10,8,20,24,362,36,24,93.02,NA,05033,05019,3,17
2023,0503690,BRYANT SCHOOL DISTRICT,5,AR-6303000,200 NW FOURTH ST,BRYANT,AR,72022,00,200 NW FOURTH ST,BRYANT,AR,72022,00,(501)847-5600,34.598589,-92.490163,21,30780,1,340,NA,NA,5125,Saline County,502,NA,,1,4,1,NA,-1,12,12,9775,NA,NA,NA,9,41,304,193,55,603,150,12,10,15,NA,25,14,0,6,38,35,53,152,167,1256,56,167.28,405.52,NA,05081,05016,5,147.92
2023,0503710,BUFFALO IS. CENTRAL SCH. DIST.,5,AR-1605000,P O BOX 730,MONETTE,AR,72447,00,801 W DREW,MONETTE,AR,72447,00,(870)486-5411,35.888965,-90.351228,42,27860,1,308,NA,NA,5031,Craighead County,501,NA,,1,4,1,NA,-1,12,2,714,NA,NA,NA,1,3,31,22,5,63,22,3,1,1,NA,2,2,0,1,6,4,5,4,12,124,10,12,37,NA,05033,05019,0,4
2023,0503750,CABOT SCHOOL DISTRICT,5,AR-4304000,602 N LINCOLN,CABOT,AR,72023,00,602 N LINCOLN,CABOT,AR,72023,00,(501)843-3363,34.975357,-92.007637,21,30780,1,340,NA,NA,5085,Lonoke County,501,NA,,1,4,1,NA,-1,12,16,10635,NA,NA,NA,17,43,339,192,95,687,263,37,10,17,NA,27,15,0,12,53,41,62,189,225,1614,103,225.5,570.93,NA,05068,05011,7,182.43
2023,0503770,CADDO HILLS SCHOOL DISTRICT,5,AR-4901000,2268 HWY 8 E,NORMAN,AR,71960,00,2268 HWY 8 E,NORMAN,AR,71960,00,(870)356-4495,34.419957,-93.631236,42,-2,-2,-2,NA,NA,5097,Montgomery County,504,NA,,1,4,1,NA,0,12,2,556,NA,NA,NA,3,2,23,22,2,53,21,2,1,1,NA,2,1,0,1,5,2,6,9,18,121,8,18,39.75,NA,05086,05005,0,9
2023,0503840,CALICO ROCK SCHOOL DISTRICT,5,AR-3301000,P O BOX 220,CALICO ROCK,AR,72519,00,301 COLLEGE ST,CALICO ROCK,AR,72519,00,(870)297-8339,36.117589,-92.136175,43,-2,-2,-2,NA,NA,5065,Izard County,501,NA,,1,4,1,NA,0,12,2,370,NA,NA,NA,0,2,18,23,2,47,19,1,0,1,NA,2,1,0,1,2,2,2,3,11,93,4,11,28.1,NA,05027,05023,0,3.35
2023,0503960,CARLISLE SCHOOL DISTRICT,5,AR-4303000,520 CENTER ST,CARLISLE,AR,72024,00,520 CENTER ST,CARLISLE,AR,72024,00,(870)552-3931,34.787143,-91.739495,42,30780,1,340,NA,NA,5085,Lonoke County,501,NA,,1,4,1,NA,0,12,2,601,NA,NA,NA,6,3,28,19,4,62,16,3,1,1,NA,2,2,0,2,5,3,3,11,5,115,10,5,35,NA,05060,05010,0,11
2023,0504020,WESTSIDE CONS. SCH DIST(CRAIGH,5,AR-1602000,1630 HWY 91 W,JONESBORO,AR,72404,00,1630 HWY 91 W,JONESBORO,AR,72404,00,(870)935-7503,35.856332,-90.802889,41,27860,1,308,NA,NA,5031,Craighead County,501,NA,,1,4,1,NA,-1,12,3,1873,NA,NA,NA,7,8,62,43,6,128,26,4,2,3,NA,5,3,0,2,8,5,21,34,56,293,14,56,89.5,NA,05038,05019,1,33
2023,0504050,CAVE CITY SCHOOL DISTRICT,5,AR-6802000,P O BOX 600,CAVE CITY,AR,72521,00,711 N MAIN ST,CAVE CITY,AR,72521,00,(870)283-5391,35.952023,-91.549245,42,-2,-2,-2,NA,NA,5135,Sharp County,501,NA,,1,4,1,NA,0,12,3,1166,NA,NA,NA,3,5,43,64,7,124,27,2,1,1,NA,3,3,0,1,4,5,7,19,35,232,7,35,62.13,NA,05028,05022,1,18
2023,0504080,CEDARVILLE SCHOOL DISTRICT,5,AR-1702000,9500 PIRATES POINT,CEDARVILLE,AR,72932,00,9500 PIRATES POINT,CEDARVILLE,AR,72932,00,(479)474-7220,35.576443,-94.368783,42,22900,1,-2,NA,NA,5033,Crawford County,503,NA,,1,4,1,NA,0,12,3,707,NA,NA,NA,0,3,26,25,3,59,20,2,0,2,NA,2,3,0,1,3,4,9,14,22,139,6,22,50,NA,05024,05029,0,14
2023,0504110,GENOA CENTRAL SCHOOL DISTRICT,5,AR-4602000,12472 ST HWY 196,TEXARKANA,AR,71854,00,12472 ST HWY 196,TEXARKANA,AR,71854,00,(870)653-4343,33.373396,-93.87363,42,45500,1,-2,NA,NA,5091,Miller County,504,NA,,1,4,1,NA,0,12,4,1185,NA,NA,NA,0,5,42,50,2,101,20,2,1,3,NA,4,3,0,2,6,4,8,17,31,198,10,31,52,NA,05099,05004,0,17
2023,0504170,WHITE CO. CENTRAL SCHOOL DIST.,5,AR-7304000,3259 HWY 157,JUDSONIA,AR,72081,00,3259 HWY 157,JUDSONIA,AR,72081,00,(501)729-3992,35.357721,-91.677761,42,42620,2,340,NA,NA,5145,White County,502,NA,,1,4,1,NA,-1,12,2,895,NA,NA,NA,2,4,36,34,3,81,20,4,1,1,NA,2,2,0,2,5,3,5,6,20,151,11,20.5,36.5,NA,05040,05018,0,6.5
2023,0504200,CHARLESTON SCHOOL DISTRICT,5,AR-2402000,P O BOX 188,CHARLESTON,AR,72933,00,125 W MAIN,CHARLESTON,AR,72933,00,(479)965-7160,35.296776,-94.045748,42,-2,-2,-2,NA,NA,5047,Franklin County,504,NA,,1,4,1,NA,0,12,2,880,NA,NA,NA,4,3,29,45,5,88,14,3,2,2,NA,5,2,0,1,4,3,7,13,20,163,8,20.88,39.98,NA,05046,05026,0,13.98
2023,0504350,CLARENDON SCHOOL DISTRICT,5,AR-4802000,316 N 6TH ST,CLARENDON,AR,72029,00,316 N SIXTH ST,CLARENDON,AR,72029,00,(870)747-3351,34.695414,-91.307524,43,-2,-2,-2,NA,NA,5095,Monroe County,501,NA,,1,4,1,NA,0,12,2,408,NA,NA,NA,1,2,16,17,6,44,23,1,0,0,NA,1,0,0,3,5,2,5,11,11,106,9,11,41.5,NA,05061,05010,0,11
2023,0504370,RECTOR SCHOOL DISTRICT,5,AR-1106000,P O BOX 367,RECTOR,AR,72461,00,604 W 5TH ST,RECTOR,AR,72461,00,(870)595-3151,36.263012,-90.298184,43,-2,-2,-2,NA,NA,5021,Clay County,501,NA,,1,4,1,NA,0,12,2,565,NA,NA,NA,1,3,23,18,1,47,19,2,1,1,NA,2,2,0,2,6,2,3,16,17,118,10,17,42.03,NA,05001,05021,0,16.03
2023,0504380,CLARKSVILLE SCHOOL DISTRICT,5,AR-3601000,1701 CLARK RD,CLARKSVILLE,AR,72830,00,1701 CLARK RD,CLARKSVILLE,AR,72830,00,(479)705-3200,35.460615,-93.482677,33,-2,-2,-2,NA,NA,5071,Johnson County,504,NA,,1,4,1,NA,0,12,6,2512,NA,NA,NA,0,11,85,61,10,168,82,6,3,4,NA,7,6,0,4,15,7,15,35,48,395,26,48,146.13,NA,05045,05026,0,35.38
2023,0504410,CLINTON SCHOOL DISTRICT,5,AR-7102000,765 YELLOWJACKET LANE,CLINTON,AR,72031,00,765 YELLOWJACKET LANE,CLINTON,AR,72031,00,(501)745-6000,35.584639,-92.458372,43,-2,-2,-2,NA,NA,5141,Van Buren County,502,NA,,1,4,1,NA,-1,12,3,1305,NA,NA,NA,4,5,44,49,10,114,39,2,2,2,NA,4,3,0,2,12,6,12,16,28,239,16,28,77,NA,05043,05024,0,16
2023,0504560,CONCORD SCHOOL DISTRICT,5,AR-1201000,P O BOX 10,CONCORD,AR,72523,00,10920 N HEBER SPRINGS RD,CONCORD,AR,72523,00,(870)668-3844,35.66423,-91.84671,43,-2,-2,-2,NA,NA,5023,Cleburne County,502,NA,,1,4,1,NA,0,12,2,375,NA,NA,NA,1,2,15,41,3,63,26,3,0,0,NA,1,1,0,1,6,1,3,7,16,131,10,16,40.79,NA,05041,05022,0,7.9
2023,0504590,CONWAY SCHOOL DISTRICT,5,AR-2301000,2220 PRINCE ST,CONWAY,AR,72034,00,2220 PRINCE ST,CONWAY,AR,72034,00,(501)450-4800,35.092597,-92.45755,13,30780,1,340,NA,NA,5045,Faulkner County,502,NA,,1,4,1,NA,-1,12,16,10174,NA,NA,NA,20,43,323,176,69,633,87,38,9,20,NA,29,18,0,18,45,51,47,216,275,1458,101,275.5,419.67,NA,05056,05017,9,207
2023,0504680,COTTER SCHOOL DISTRICT,5,AR-0302000,P O BOX 70,COTTER,AR,72626,00,MABLE and LITHIA ST,COTTER,AR,72626,00,(870)435-6171,36.27908,-92.520506,41,34260,2,-2,NA,NA,5005,Baxter County,501,NA,,1,4,1,NA,0,12,2,677,NA,NA,NA,0,3,36,52,3,95,24,2,1,1,NA,2,2,0,1,4,2,3,9,16,160,7,16,40.05,NA,05004,05023,0,9.05
2023,0504740,COUNTY LINE SCHOOL DISTRICT,5,AR-2403000,12092 W STATE HWY 22,BRANCH,AR,72928,00,12092 W STATE HWY 22,BRANCH,AR,72928,00,(479)635-2222,35.308336,-93.917603,42,-2,-2,-2,NA,NA,5047,Franklin County,504,NA,,1,4,1,NA,0,12,2,544,NA,NA,NA,1,2,20,20,4,48,9,2,1,0,NA,1,1,0,1,4,1,4,7,7,88,7,7.5,22.84,NA,05046,05026,0,7
2023,0504800,CROSSETT SCHOOL DISTRICT,5,AR-0201000,219 MAIN,CROSSETT,AR,71635,00,219 MAIN,CROSSETT,AR,71635,00,(870)364-3112,33.132746,-91.961098,33,-2,-2,-2,NA,NA,5003,Ashley County,504,NA,,1,4,1,NA,-1,12,3,1629,NA,NA,NA,5,7,50,35,5,103,37,1,2,2,NA,4,3,0,2,10,7,11,32,21,232,13,21,90.35,NA,05095,05001,0,32.35
2023,0504860,CUTTER-MORNING STAR SCHOOL DISTRICT,5,AR-2601000,2801 SPRING ST,HOT SPRINGS,AR,71901,00,2801 SPRING ST,HOT SPRINGS,AR,71901,00,(501)262-2414,34.503181,-92.990116,23,26300,1,284,NA,NA,5051,Garland County,504,NA,,1,4,1,NA,0,12,2,661,NA,NA,NA,0,2,22,32,3,60,5,0,1,1,NA,2,2,0,2,2,2,5,2,4,87,4,4.5,16,NA,05084,05007,0,2
2023,0504890,DANVILLE SCHOOL DISTRICT,5,AR-7503000,P O BOX 939,DANVILLE,AR,72833,00,E 11TH and BOSTON,DANVILLE,AR,72833,00,(479)495-4800,35.051178,-93.392092,43,40780,2,-2,NA,NA,5149,Yell County,504,NA,,1,4,1,NA,0,12,4,758,NA,NA,NA,2,4,30,47,4,90,18,2,1,1,NA,2,2,0,2,4,4,7,11,18,160,8,18,42,NA,05052,05005,0,11
2023,0504930,DARDANELLE SCHOOL DISTRICT,5,AR-7504000,209 CEDAR ST,DARDANELLE,AR,72834,00,209 CEDAR,DARDANELLE,AR,72834,00,(479)229-4111,35.220199,-93.153362,33,40780,2,-2,NA,NA,5149,Yell County,504,NA,,1,4,1,NA,0,12,4,2084,NA,NA,NA,0,8,73,85,13,180,30,12,3,1,NA,4,4,0,2,9,7,17,34,46,346,23,46,92,NA,05052,05025,0,34
2023,0504980,DECATUR SCHOOL DISTRICT,5,AR-0402000,1498 STADIUM AVE,DECATUR,AR,72722,00,1498 STADIUM AVE,DECATUR,AR,72722,00,(479)752-3986,36.3332,-94.44557,42,22220,1,-2,NA,NA,5007,Benton County,503,NA,,1,4,1,NA,-1,12,3,608,NA,NA,NA,1,3,26,27,2,61,15,2,1,1,NA,2,1,1,1,6,2,6,13,9,120,10,9,38.04,NA,05012,05035,0,13
2023,0505170,DERMOTT SCHOOL DISTRICT,5,AR-0901000,525 E SPEEDWAY HWY 35,DERMOTT,AR,71638,00,525 E SPEEDWAY HWY 35,DERMOTT,AR,71638,00,(870)538-1000,33.523118,-91.428739,43,-2,-2,-2,NA,NA,5017,Chicot County,501,NA,,1,4,1,NA,0,12,2,292,NA,NA,NA,0,2,20,18,1,42,8,3,0,0,NA,1,1,0,1,2,2,3,6,13,84,7,13.5,20,NA,05095,05001,0,6
2023,0505190,DES ARC SCHOOL DISTRICT,5,AR-5901000,600 MAIN ST,DES ARC,AR,72040,00,600 MAIN ST,DES ARC,AR,72040,00,(870)256-4164,34.977896,-91.499066,42,-2,-2,-2,NA,NA,5117,Prairie County,501,NA,,1,4,1,NA,-1,12,2,645,NA,NA,NA,1,3,24,12,2,44,14,4,1,0,NA,1,2,0,1,4,2,3,11,14,101,9,14,32,NA,05060,05010,0,11
2023,0505340,DIERKS SCHOOL DISTRICT,5,AR-3102000,P O BOX 124,DIERKS,AR,71833,00,900 OLD HWY 70 W,DIERKS,AR,71833,00,(870)286-2191,34.119131,-94.030353,43,-2,-2,-2,NA,NA,5061,Howard County,504,NA,,1,4,1,NA,0,12,2,518,NA,NA,NA,0,2,25,45,1,75,4,2,0,2,NA,2,1,0,1,2,4,3,10,10,115,5,10.63,23.2,NA,05087,05004,0,10
2023,0505430,DOVER SCHOOL DISTRICT,5,AR-5802000,P O BOX 325,DOVER,AR,72837,00,9371 MARKET ST,DOVER,AR,72837,00,(479)331-2916,35.39707,-93.114535,42,40780,2,-2,NA,NA,5115,Pope County,504,NA,,1,4,1,NA,0,12,3,1218,NA,NA,NA,0,5,45,78,4,134,17,4,1,2,NA,3,3,0,2,11,5,6,28,34,248,17,34,59,NA,05044,05025,0,28
2023,0505470,DREW CENTRAL SCHOOL DISTRICT,5,AR-2202000,250 UNIVERSITY DR,MONTICELLO,AR,71655,00,250 UNIVERSITY DR,MONTICELLO,AR,71655,00,(870)367-5369,33.593015,-91.807537,41,-2,-2,-2,NA,NA,5043,Drew County,504,NA,,1,4,1,NA,0,12,3,1161,NA,NA,NA,4,5,44,28,4,88,32,0,1,2,NA,3,2,0,1,5,6,8,19,20,186,6,20.25,67.8,NA,05094,05001,0,19.8
2023,0505500,DUMAS SCHOOL DISTRICT,5,AR-2104000,213 ADAMS ST,DUMAS,AR,71639,00,213 ADAMS ST,DUMAS,AR,71639,00,(870)382-4571,33.886181,-91.485168,33,-2,-2,-2,NA,NA,5041,Desha County,501,NA,,1,4,1,NA,-1,12,4,947,NA,NA,NA,0,3,47,33,9,94,27,2,1,2,NA,3,4,0,5,13,8,11,24,26,217,20,26.45,74,NA,05064,05008,0,24
2023,0505550,EARLE SCHOOL DISTRICT,5,AR-1802000,P O BOX 637,EARLE,AR,72331,00,1401 THIRD ST,EARLE,AR,72331,00,(870)792-8486,35.271909,-90.470676,42,32820,1,368,NA,NA,5035,Crittenden County,501,NA,,1,4,1,NA,0,12,2,386,NA,NA,NA,0,2,14,24,2,43,8,1,1,1,NA,2,0,0,2,3,3,2,4,9,79,7,9,17.5,NA,05035,05009,0,4
2023,0505580,EAST END SCHOOL DISTRICT,5,AR-5301000,P O BOX 360,BIGELOW,AR,72016,00,114 PANTHER DR,BIGELOW,AR,72016,00,(501)759-2808,34.999125,-92.632631,42,30780,1,340,NA,NA,5105,Perry County,502,NA,,1,4,1,NA,0,12,2,630,NA,NA,NA,1,2,24,18,6,52,12,1,1,3,NA,4,3,0,1,3,1,5,9,20,111,5,20,30,NA,05054,05005,0,9
2023,0505680,EL DORADO SCHOOL DISTRICT,5,AR-7001000,200 W OAK ST,EL DORADO,AR,71730,00,200 W OAK ST,EL DORADO,AR,71730,00,(870)864-5001,33.213579,-92.665226,33,20980,2,-2,NA,NA,5139,Union County,504,NA,,1,4,1,NA,0,12,6,3879,NA,NA,NA,0,19,153,105,8,286,74,8,6,5,NA,11,4,1,5,27,19,21,75,45,579,41,45.5,195,NA,05097,05002,0,75
2023,0505760,ELKINS SCHOOL DISTRICT,5,AR-7201000,349 N CENTER,ELKINS,AR,72727,00,349 N CENTER,ELKINS,AR,72727,00,(479)643-2172,36.005085,-94.009059,41,22220,1,-2,NA,NA,5143,Washington County,503,NA,,1,4,1,NA,-1,12,4,1441,NA,NA,NA,2,8,46,50,2,111,17,1,2,2,NA,4,4,1,3,9,4,8,7,33,203,13,33.75,42,NA,05025,05029,0,7
2023,0505850,ENGLAND SCHOOL DISTRICT,5,AR-4302000,501 PINE BLUFF HWY,ENGLAND,AR,72046,00,501 PINE BLUFF HWY,ENGLAND,AR,72046,00,(501)842-2996,34.5426,-91.954555,42,30780,1,340,NA,NA,5085,Lonoke County,501,NA,,1,4,1,NA,-1,12,2,626,NA,NA,NA,2,4,25,17,3,53,16,3,1,1,NA,2,2,0,2,3,2,4,10,20,118,8,20.5,35,NA,05060,05008,0,10
2023,0505970,EUREKA SPRINGS SCHOOL DISTRICT,5,AR-0802000,147 GREENWOOD HOLLOW RD,EUREKA SPRINGS,AR,72632,00,147 GREENWOOD HOLLOW RD,EUREKA SPRINGS,AR,72632,00,(479)253-5999,36.38263,-93.73267,42,-2,-2,-2,NA,NA,5015,Carroll County,503,NA,,1,4,1,NA,0,12,3,622,NA,NA,NA,0,2,26,20,4,54,14,2,1,2,NA,3,1,0,1,5,3,4,13,19,121,8,19,35.86,NA,05006,05028,0,13
2023,0506060,CAMDEN FAIRVIEW SCHOOL DISTRICT,5,AR-5204000,625 CLIFTON ST,CAMDEN,AR,71701,00,625 CLIFTON ST,CAMDEN,AR,71701,00,(870)836-4193,33.58692,-92.838838,33,15780,2,-2,NA,NA,5103,Ouachita County,504,NA,,1,4,1,NA,-1,12,5,2107,NA,NA,NA,0,9,76,65,8,159,74,6,3,3,NA,6,4,2,5,12,18,23,39,79,430,23,79.5,162.25,NA,05098,05002,0,39.45
2023,0506090,FARMINGTON SCHOOL DISTRICT,5,AR-7202000,42 S DBL SPRINGS RD,FARMINGTON,AR,72730,00,42 S DOUBLE SPRINGS RD,FARMINGTON,AR,72730,00,(479)266-1805,36.041261,-94.253553,21,22220,1,-2,NA,NA,5143,Washington County,503,NA,,1,4,1,NA,-1,12,6,2883,NA,NA,NA,1,11,86,98,10,207,34,13,2,6,NA,8,6,0,4,13,8,17,44,33,388,30,33.5,109.49,NA,05022,05035,0,44
